Orthogroup	Ofaveolata_out_PRO	Ssiderea_out_PRO
OG0006380	Ofaveolata030970	Ssiderea056438
OG0006381	Ofaveolata025178	Ssiderea021582
OG0006382	Ofaveolata003744	Ssiderea028714
OG0006383	Ofaveolata002236	Ssiderea012731
OG0006384	Ofaveolata025979	Ssiderea038966
OG0006385	Ofaveolata024791	Ssiderea016771
OG0006386	Ofaveolata002580	Ssiderea013040
OG0006387	Ofaveolata002554	Ssiderea013069
OG0006388	Ofaveolata007540	Ssiderea009745
OG0006389	Ofaveolata024402	Ssiderea006024
OG0006390	Ofaveolata026341	Ssiderea039677
OG0006391	Ofaveolata028874	Ssiderea014362
OG0006392	Ofaveolata027394	Ssiderea058200
OG0006393	Ofaveolata013293	Ssiderea001066
OG0006394	Ofaveolata001355	Ssiderea026645
OG0006395	Ofaveolata001574	Ssiderea026791
OG0006396	Ofaveolata004813	Ssiderea037632
OG0006397	Ofaveolata004325	Ssiderea028980
OG0006398	Ofaveolata033515	Ssiderea026309
OG0006400	Ofaveolata003058	Ssiderea024807
OG0006401	Ofaveolata016539	Ssiderea036252
OG0006402	Ofaveolata013285	Ssiderea001063
OG0006403	Ofaveolata005514	Ssiderea016069
OG0006404	Ofaveolata032858	Ssiderea055168
OG0006405	Ofaveolata005556	Ssiderea016063
OG0006406	Ofaveolata001070	Ssiderea022270
OG0006407	Ofaveolata024478	Ssiderea005755
OG0006408	Ofaveolata013972	Ssiderea049120
OG0006409	Ofaveolata015061	Ssiderea051312
OG0006410	Ofaveolata014980	Ssiderea038395
OG0006411	Ofaveolata005876	Ssiderea047891
OG0006412	Ofaveolata012990	Ssiderea001640
OG0006413	Ofaveolata033189	Ssiderea026290
OG0006414	Ofaveolata003764	Ssiderea026605
OG0006415	Ofaveolata014966	Ssiderea038351
OG0006416	Ofaveolata012999	Ssiderea001633
OG0006417	Ofaveolata022612	Ssiderea015530
OG0006418	Ofaveolata005271	Ssiderea015881
OG0006419	Ofaveolata029322	Ssiderea033052
OG0006420	Ofaveolata029929	Ssiderea024196
OG0006421	Ofaveolata011289	Ssiderea051538
OG0006422	Ofaveolata012979	Ssiderea001653
OG0006423	Ofaveolata030681	Ssiderea013943
OG0006424	Ofaveolata026360	Ssiderea038766
OG0006426	Ofaveolata028091	Ssiderea036808
OG0006427	Ofaveolata014049	Ssiderea003470
OG0006428	Ofaveolata000342	Ssiderea022089
OG0006429	Ofaveolata005217	Ssiderea016650
OG0006430	Ofaveolata021800	Ssiderea020382
OG0006431	Ofaveolata011251	Ssiderea051454
OG0006432	Ofaveolata004235	Ssiderea042870
OG0006433	Ofaveolata010963	Ssiderea055764
OG0006434	Ofaveolata029070	Ssiderea042753
OG0006435	Ofaveolata007232	Ssiderea058196
OG0006436	Ofaveolata018014	Ssiderea002244
OG0006437	Ofaveolata022617	Ssiderea015533
OG0006438	Ofaveolata029382	Ssiderea032965
OG0006439	Ofaveolata025168	Ssiderea021570
OG0006440	Ofaveolata033173	Ssiderea026149
OG0006441	Ofaveolata030406	Ssiderea034148
OG0006442	Ofaveolata030081	Ssiderea050954
OG0006443	Ofaveolata013588	Ssiderea000216
OG0006444	Ofaveolata007823	Ssiderea009166
OG0006445	Ofaveolata005983	Ssiderea047826
OG0006446	Ofaveolata012709	Ssiderea001270
OG0006447	Ofaveolata021150	Ssiderea012411
OG0006448	Ofaveolata027152	Ssiderea025231
OG0006449	Ofaveolata003392	Ssiderea029895
OG0006450	Ofaveolata018333	Ssiderea018661
OG0006451	Ofaveolata030009	Ssiderea050898
OG0006452	Ofaveolata031483	Ssiderea048745
OG0006453	Ofaveolata023781	Ssiderea017212
OG0006454	Ofaveolata025992	Ssiderea038866
OG0006455	Ofaveolata033574	Ssiderea053700
OG0006456	Ofaveolata008851	Ssiderea007863
OG0006457	Ofaveolata017108	Ssiderea052642
OG0006458	Ofaveolata027277	Ssiderea025618
OG0006459	Ofaveolata003549	Ssiderea046282
OG0006460	Ofaveolata000251	Ssiderea029598
OG0006461	Ofaveolata033905	Ssiderea031862
OG0006462	Ofaveolata028064	Ssiderea018323
OG0006463	Ofaveolata009643	Ssiderea035903
OG0006464	Ofaveolata020636	Ssiderea012438
OG0006465	Ofaveolata028694	Ssiderea042805
OG0006466	Ofaveolata015224	Ssiderea051060
OG0006467	Ofaveolata013059	Ssiderea001409
OG0006468	Ofaveolata003110	Ssiderea024641
OG0006469	Ofaveolata001941	Ssiderea050239
OG0006470	Ofaveolata009778	Ssiderea051639
OG0006471	Ofaveolata030367	Ssiderea034258
OG0006472	Ofaveolata002585	Ssiderea013036
OG0006473	Ofaveolata029955	Ssiderea024222
OG0006474	Ofaveolata005278	Ssiderea015866
OG0006475	Ofaveolata036313	Ssiderea036253
OG0006476	Ofaveolata014696	Ssiderea004575
OG0006477	Ofaveolata011647	Ssiderea019678
OG0006478	Ofaveolata031902	Ssiderea007316
OG0006479	Ofaveolata027518	Ssiderea025174
OG0006480	Ofaveolata008042	Ssiderea009571
OG0006481	Ofaveolata021465	Ssiderea020140
OG0006482	Ofaveolata017813	Ssiderea048514
OG0006483	Ofaveolata027695	Ssiderea025560
OG0006484	Ofaveolata006212	Ssiderea053568
OG0006485	Ofaveolata005805	Ssiderea045651
OG0006486	Ofaveolata016825	Ssiderea054549
OG0006487	Ofaveolata025171	Ssiderea021573
OG0006488	Ofaveolata033152	Ssiderea026013
OG0006489	Ofaveolata002479	Ssiderea025050
OG0006490	Ofaveolata002542	Ssiderea013076
OG0006491	Ofaveolata026478	Ssiderea038555
OG0006492	Ofaveolata023862	Ssiderea049911
OG0006493	Ofaveolata023973	Ssiderea045998
OG0006494	Ofaveolata022088	Ssiderea023001
OG0006495	Ofaveolata024798	Ssiderea016766
OG0006496	Ofaveolata026807	Ssiderea018349
OG0006497	Ofaveolata033955	Ssiderea031832
OG0006498	Ofaveolata027759	Ssiderea025374
OG0006499	Ofaveolata030259	Ssiderea027511
OG0006500	Ofaveolata018290	Ssiderea018595
OG0006501	Ofaveolata022361	Ssiderea023241
OG0006502	Ofaveolata034072	Ssiderea031741
OG0006503	Ofaveolata025369	Ssiderea042049
OG0006504	Ofaveolata018228	Ssiderea002095
OG0006505	Ofaveolata029987	Ssiderea050940
OG0006506	Ofaveolata002579	Ssiderea013041
OG0006507	Ofaveolata032466	Ssiderea034726
OG0006508	Ofaveolata015068	Ssiderea051301
OG0006509	Ofaveolata008802	Ssiderea008233
OG0006510	Ofaveolata021956	Ssiderea023515
OG0006511	Ofaveolata028089	Ssiderea036806
OG0006512	Ofaveolata008425	Ssiderea008846
OG0006513	Ofaveolata022353	Ssiderea023227
OG0006514	Ofaveolata014114	Ssiderea003509
OG0006515	Ofaveolata025887	Ssiderea039006
OG0006516	Ofaveolata007742	Ssiderea009341
OG0006517	Ofaveolata026054	Ssiderea021787
OG0006518	Ofaveolata027523	Ssiderea025178
OG0006519	Ofaveolata027137	Ssiderea036709
OG0006520	Ofaveolata021230	Ssiderea052200
OG0006521	Ofaveolata005829	Ssiderea045771
OG0006522	Ofaveolata022428	Ssiderea023518
OG0006523	Ofaveolata024440	Ssiderea006119
OG0006524	Ofaveolata002527	Ssiderea027145
OG0006525	Ofaveolata026899	Ssiderea017909
OG0006526	Ofaveolata015156	Ssiderea051120
OG0006527	Ofaveolata014811	Ssiderea004493
OG0006528	Ofaveolata034088	Ssiderea031759
OG0006529	Ofaveolata017486	Ssiderea048484
OG0006530	Ofaveolata008480	Ssiderea008752
OG0006531	Ofaveolata001190	Ssiderea029331
OG0006532	Ofaveolata001557	Ssiderea026809
OG0006533	Ofaveolata011299	Ssiderea051384
OG0006534	Ofaveolata016133	Ssiderea055389
OG0006535	Ofaveolata011292	Ssiderea051422
OG0006536	Ofaveolata025757	Ssiderea055619
OG0006537	Ofaveolata029067	Ssiderea013770
OG0006538	Ofaveolata007989	Ssiderea009472
OG0006539	Ofaveolata027508	Ssiderea018192
OG0006540	Ofaveolata008438	Ssiderea008778
OG0006541	Ofaveolata000008	Ssiderea029550
OG0006542	Ofaveolata029622	Ssiderea050895
OG0006543	Ofaveolata027959	Ssiderea042116
OG0006544	Ofaveolata022680	Ssiderea015243
OG0006545	Ofaveolata007848	Ssiderea009129
OG0006546	Ofaveolata010360	Ssiderea045245
OG0006547	Ofaveolata028960	Ssiderea014224
OG0006548	Ofaveolata001833	Ssiderea057750
OG0006549	Ofaveolata013302	Ssiderea001082
OG0006550	Ofaveolata026049	Ssiderea021792
OG0006551	Ofaveolata001197	Ssiderea029317
OG0006552	Ofaveolata011110	Ssiderea056770
OG0006553	Ofaveolata032696	Ssiderea034765
OG0006554	Ofaveolata005411	Ssiderea052364
OG0006555	Ofaveolata029759	Ssiderea023880
OG0006556	Ofaveolata013862	Ssiderea044196
OG0006557	Ofaveolata022559	Ssiderea015340
OG0006558	Ofaveolata010573	Ssiderea045383
OG0006559	Ofaveolata032707	Ssiderea034748
OG0006560	Ofaveolata015808	Ssiderea033823
OG0006561	Ofaveolata010585	Ssiderea045394
OG0006562	Ofaveolata023847	Ssiderea041541
OG0006563	Ofaveolata004654	Ssiderea010637
OG0006564	Ofaveolata005344	Ssiderea015764
OG0006565	Ofaveolata028768	Ssiderea027808
OG0006566	Ofaveolata030341	Ssiderea034280
OG0006568	Ofaveolata025999	Ssiderea038860
OG0006569	Ofaveolata014709	Ssiderea004294
OG0006570	Ofaveolata021363	Ssiderea047528
OG0006571	Ofaveolata025070	Ssiderea021418
OG0006572	Ofaveolata006096	Ssiderea047988
OG0006573	Ofaveolata007769	Ssiderea009245
OG0006574	Ofaveolata002953	Ssiderea013023
OG0006575	Ofaveolata007705	Ssiderea009700
OG0006576	Ofaveolata004480	Ssiderea053282
OG0006577	Ofaveolata025183	Ssiderea021586
OG0006578	Ofaveolata026530	Ssiderea021674
OG0006579	Ofaveolata008416	Ssiderea008841
OG0006580	Ofaveolata029374	Ssiderea032980
OG0006581	Ofaveolata021177	Ssiderea012388
OG0006582	Ofaveolata028585	Ssiderea057965
OG0006583	Ofaveolata032310	Ssiderea007027
OG0006584	Ofaveolata003586	Ssiderea046319
OG0006585	Ofaveolata008097	Ssiderea009628
OG0006586	Ofaveolata009927	Ssiderea036089
OG0006588	Ofaveolata008960	Ssiderea007800
OG0006589	Ofaveolata035023	Ssiderea053998
OG0006590	Ofaveolata028110	Ssiderea035357
OG0006591	Ofaveolata030846	Ssiderea032867
OG0006592	Ofaveolata014507	Ssiderea004402
OG0006593	Ofaveolata015863	Ssiderea033762
OG0006594	Ofaveolata017567	Ssiderea018461
OG0006595	Ofaveolata024460	Ssiderea005777
OG0006596	Ofaveolata024419	Ssiderea006101
OG0006597	Ofaveolata031653	Ssiderea006844
OG0006598	Ofaveolata025532	Ssiderea041766
OG0006599	Ofaveolata002548	Ssiderea024647
OG0006600	Ofaveolata026515	Ssiderea021715
OG0006601	Ofaveolata004613	Ssiderea016381
OG0006602	Ofaveolata014916	Ssiderea003915
OG0006603	Ofaveolata028399	Ssiderea044549
OG0006604	Ofaveolata030665	Ssiderea013912
OG0006605	Ofaveolata021549	Ssiderea020279
OG0006606	Ofaveolata002144	Ssiderea012539
OG0006607	Ofaveolata015241	Ssiderea006461
OG0006608	Ofaveolata019773	Ssiderea012091
OG0006609	Ofaveolata004609	Ssiderea016366
OG0006610	Ofaveolata022230	Ssiderea022798
OG0006611	Ofaveolata011474	Ssiderea019406
OG0006612	Ofaveolata028571	Ssiderea057950
OG0006613	Ofaveolata028081	Ssiderea018333
OG0006614	Ofaveolata019895	Ssiderea052241
OG0006615	Ofaveolata017008	Ssiderea039262
OG0006616	Ofaveolata009336	Ssiderea035651
OG0006617	Ofaveolata012653	Ssiderea000687
OG0006618	Ofaveolata024583	Ssiderea056476
OG0006619	Ofaveolata019058	Ssiderea018876
OG0006620	Ofaveolata032790	Ssiderea056214
OG0006621	Ofaveolata030977	Ssiderea051951
OG0006622	Ofaveolata023146	Ssiderea014673
OG0006623	Ofaveolata023918	Ssiderea041634
OG0006624	Ofaveolata029853	Ssiderea024076
OG0006625	Ofaveolata030750	Ssiderea013833
OG0006626	Ofaveolata019117	Ssiderea019013
OG0006627	Ofaveolata015276	Ssiderea057480
OG0006628	Ofaveolata016158	Ssiderea052771
OG0006629	Ofaveolata013088	Ssiderea001370
OG0006630	Ofaveolata001604	Ssiderea026749
OG0006631	Ofaveolata028175	Ssiderea033297
OG0006632	Ofaveolata004895	Ssiderea011242
OG0006633	Ofaveolata026722	Ssiderea017702
OG0006634	Ofaveolata014029	Ssiderea043922
OG0006635	Ofaveolata021537	Ssiderea020261
OG0006636	Ofaveolata001120	Ssiderea022154
OG0006637	Ofaveolata000580	Ssiderea029655
OG0006638	Ofaveolata005433	Ssiderea000222
OG0006639	Ofaveolata027060	Ssiderea042234
OG0006640	Ofaveolata020961	Ssiderea012176
OG0006641	Ofaveolata017437	Ssiderea048461
OG0006642	Ofaveolata018901	Ssiderea002872
OG0006643	Ofaveolata017575	Ssiderea018481
OG0006644	Ofaveolata022294	Ssiderea023129
OG0006645	Ofaveolata023824	Ssiderea050054
OG0006646	Ofaveolata009761	Ssiderea036034
OG0006647	Ofaveolata025468	Ssiderea039843
OG0006648	Ofaveolata014349	Ssiderea004800
OG0006649	Ofaveolata025893	Ssiderea038999
OG0006650	Ofaveolata006700	Ssiderea032344
OG0006651	Ofaveolata024500	Ssiderea005727
OG0006652	Ofaveolata003794	Ssiderea028784
OG0006653	Ofaveolata020637	Ssiderea012439
OG0006654	Ofaveolata024387	Ssiderea005719
OG0006655	Ofaveolata033798	Ssiderea026359
OG0006656	Ofaveolata003146	Ssiderea030277
OG0006657	Ofaveolata002636	Ssiderea027226
OG0006659	Ofaveolata028179	Ssiderea033296
OG0006661	Ofaveolata010088	Ssiderea049465
OG0006662	Ofaveolata026206	Ssiderea039514
OG0006663	Ofaveolata034385	Ssiderea052807
OG0006666	Ofaveolata021513	Ssiderea020289
OG0006667	Ofaveolata019432	Ssiderea011585
OG0006668	Ofaveolata005794	Ssiderea045601
OG0006669	Ofaveolata029581	Ssiderea054648
OG0006671	Ofaveolata002361	Ssiderea012867
OG0006672	Ofaveolata017621	Ssiderea046858
OG0006673	Ofaveolata013603	Ssiderea000192
OG0006674	Ofaveolata028799	Ssiderea014524
OG0006675	Ofaveolata024667	Ssiderea017151
OG0006676	Ofaveolata019359	Ssiderea055970
OG0006677	Ofaveolata019021	Ssiderea001795
OG0006678	Ofaveolata025239	Ssiderea021639
OG0006679	Ofaveolata015971	Ssiderea033375
OG0006680	Ofaveolata012934	Ssiderea001693
OG0006681	Ofaveolata001592	Ssiderea026766
OG0006682	Ofaveolata008207	Ssiderea050752
OG0006683	Ofaveolata022464	Ssiderea015153
OG0006684	Ofaveolata014340	Ssiderea004624
OG0006685	Ofaveolata016213	Ssiderea052757
OG0006686	Ofaveolata019269	Ssiderea019250
OG0006687	Ofaveolata004543	Ssiderea052466
OG0006688	Ofaveolata027283	Ssiderea025654
OG0006689	Ofaveolata036141	Ssiderea000353
OG0006690	Ofaveolata020752	Ssiderea011613
OG0006691	Ofaveolata009448	Ssiderea035891
OG0006692	Ofaveolata003690	Ssiderea028650
OG0006693	Ofaveolata030614	Ssiderea054407
OG0006694	Ofaveolata012308	Ssiderea017373
OG0006695	Ofaveolata010502	Ssiderea019536
OG0006696	Ofaveolata009956	Ssiderea058001
OG0006697	Ofaveolata030457	Ssiderea037864
OG0006698	Ofaveolata008998	Ssiderea025240
OG0006699	Ofaveolata013530	Ssiderea000240
OG0006700	Ofaveolata030024	Ssiderea051036
OG0006701	Ofaveolata016461	Ssiderea036504
OG0006702	Ofaveolata002808	Ssiderea013375
OG0006703	Ofaveolata027847	Ssiderea035519
OG0006704	Ofaveolata030093	Ssiderea054259
OG0006705	Ofaveolata031171	Ssiderea048619
OG0006706	Ofaveolata026534	Ssiderea021683
OG0006707	Ofaveolata022867	Ssiderea015142
OG0006708	Ofaveolata008577	Ssiderea050568
OG0006709	Ofaveolata025417	Ssiderea039774
OG0006710	Ofaveolata007103	Ssiderea028214
OG0006711	Ofaveolata019275	Ssiderea020676
OG0006712	Ofaveolata032580	Ssiderea048850
OG0006713	Ofaveolata031328	Ssiderea61557
OG0006714	Ofaveolata026123	Ssiderea021831
OG0006715	Ofaveolata007396	Ssiderea044688
OG0006716	Ofaveolata016228	Ssiderea052739
OG0006718	Ofaveolata018980	Ssiderea001922
OG0006719	Ofaveolata017791	Ssiderea018546
OG0006720	Ofaveolata018254	Ssiderea002135
OG0006721	Ofaveolata014051	Ssiderea003473
OG0006722	Ofaveolata019820	Ssiderea012078
OG0006723	Ofaveolata015234	Ssiderea051078
OG0006724	Ofaveolata029796	Ssiderea023939
OG0006725	Ofaveolata010878	Ssiderea019885
OG0006726	Ofaveolata033844	Ssiderea040147
OG0006727	Ofaveolata025232	Ssiderea021633
OG0006728	Ofaveolata026769	Ssiderea025249
OG0006729	Ofaveolata032378	Ssiderea034973
OG0006730	Ofaveolata024875	Ssiderea021002
OG0006731	Ofaveolata001375	Ssiderea026617
OG0006732	Ofaveolata022552	Ssiderea015348
OG0006733	Ofaveolata014494	Ssiderea004434
OG0006734	Ofaveolata020754	Ssiderea011608
OG0006735	Ofaveolata029783	Ssiderea023915
OG0006736	Ofaveolata007421	Ssiderea044606
OG0006737	Ofaveolata028489	Ssiderea042681
OG0006738	Ofaveolata029636	Ssiderea050877
OG0006739	Ofaveolata024189	Ssiderea005658
OG0006740	Ofaveolata017211	Ssiderea039070
OG0006741	Ofaveolata009410	Ssiderea051626
OG0006742	Ofaveolata030509	Ssiderea037758
OG0006743	Ofaveolata021100	Ssiderea011894
OG0006744	Ofaveolata013737	Ssiderea049205
OG0006745	Ofaveolata017785	Ssiderea018558
OG0006746	Ofaveolata010050	Ssiderea049432
OG0006747	Ofaveolata021898	Ssiderea023566
OG0006748	Ofaveolata023572	Ssiderea015598
OG0006749	Ofaveolata017647	Ssiderea046895
OG0006750	Ofaveolata024996	Ssiderea021283
OG0006751	Ofaveolata027308	Ssiderea025438
OG0006752	Ofaveolata002171	Ssiderea012571
OG0006753	Ofaveolata001642	Ssiderea049615
OG0006754	Ofaveolata023502	Ssiderea004940
OG0006755	Ofaveolata002827	Ssiderea013409
OG0006756	Ofaveolata000147	Ssiderea021883
OG0006757	Ofaveolata029829	Ssiderea023979
OG0006759	Ofaveolata021982	Ssiderea023433
OG0006760	Ofaveolata034857	Ssiderea024531
OG0006761	Ofaveolata029369	Ssiderea032996
OG0006762	Ofaveolata014328	Ssiderea003790
OG0006763	Ofaveolata030517	Ssiderea037738
OG0006764	Ofaveolata022311	Ssiderea023147
OG0006765	Ofaveolata032664	Ssiderea056251
OG0006766	Ofaveolata033473	Ssiderea039970
OG0006767	Ofaveolata008235	Ssiderea050680
OG0006768	Ofaveolata030326	Ssiderea027617
OG0006769	Ofaveolata006050	Ssiderea057211
OG0006770	Ofaveolata026869	Ssiderea017826
OG0006771	Ofaveolata005142	Ssiderea010333
OG0006772	Ofaveolata003404	Ssiderea029885
OG0006773	Ofaveolata017192	Ssiderea039107
OG0006774	Ofaveolata032371	Ssiderea034981
OG0006775	Ofaveolata028207	Ssiderea033260
OG0006776	Ofaveolata011551	Ssiderea019616
OG0006777	Ofaveolata033347	Ssiderea040273
OG0006778	Ofaveolata006363	Ssiderea028345
OG0006779	Ofaveolata024853	Ssiderea020917
OG0006780	Ofaveolata021222	Ssiderea052215
OG0006781	Ofaveolata001545	Ssiderea049589
OG0006782	Ofaveolata016270	Ssiderea052694
OG0006783	Ofaveolata017361	Ssiderea046700
OG0006784	Ofaveolata005196	Ssiderea016598
OG0006785	Ofaveolata023923	Ssiderea041638
OG0006786	Ofaveolata004952	Ssiderea046595
OG0006787	Ofaveolata030275	Ssiderea027534
OG0006788	Ofaveolata000817	Ssiderea022687
OG0006789	Ofaveolata015058	Ssiderea051314
OG0006790	Ofaveolata014251	Ssiderea003688
OG0006791	Ofaveolata003300	Ssiderea046378
OG0006792	Ofaveolata033446	Ssiderea047113
OG0006793	Ofaveolata035812	Ssiderea009385
OG0006794	Ofaveolata015117	Ssiderea051206
OG0006795	Ofaveolata006771	Ssiderea032254
OG0006796	Ofaveolata022620	Ssiderea015536
OG0006797	Ofaveolata002803	Ssiderea013343
OG0006799	Ofaveolata004094	Ssiderea043377
OG0006800	Ofaveolata006225	Ssiderea032496
OG0006801	Ofaveolata015531	Ssiderea59518
OG0006802	Ofaveolata016909	Ssiderea039316
OG0006803	Ofaveolata035406	Ssiderea058092
OG0006804	Ofaveolata025787	Ssiderea038894
OG0006805	Ofaveolata030291	Ssiderea027580
OG0006806	Ofaveolata003181	Ssiderea030198
OG0006807	Ofaveolata026927	Ssiderea018020
OG0006808	Ofaveolata031223	Ssiderea006514
OG0006809	Ofaveolata002888	Ssiderea024564
OG0006811	Ofaveolata027083	Ssiderea042251
OG0006812	Ofaveolata008299	Ssiderea008494
OG0006813	Ofaveolata014479	Ssiderea004458
OG0006814	Ofaveolata013102	Ssiderea001391
OG0006815	Ofaveolata018143	Ssiderea001999
OG0006816	Ofaveolata015272	Ssiderea051047
OG0006817	Ofaveolata007903	Ssiderea009361
OG0006818	Ofaveolata025110	Ssiderea021426
OG0006819	Ofaveolata030335	Ssiderea027654
OG0006820	Ofaveolata022901	Ssiderea014966
OG0006821	Ofaveolata010102	Ssiderea049476
OG0006822	Ofaveolata028922	Ssiderea014252
OG0006823	Ofaveolata014312	Ssiderea003575
OG0006824	Ofaveolata013155	Ssiderea000806
OG0006825	Ofaveolata010286	Ssiderea045168
OG0006826	Ofaveolata005132	Ssiderea010401
OG0006827	Ofaveolata022015	Ssiderea023377
OG0006828	Ofaveolata017085	Ssiderea054514
OG0006829	Ofaveolata028147	Ssiderea042392
OG0006830	Ofaveolata004643	Ssiderea016570
OG0006831	Ofaveolata033959	Ssiderea031825
OG0006832	Ofaveolata010266	Ssiderea045161
OG0006833	Ofaveolata003064	Ssiderea024795
OG0006834	Ofaveolata000215	Ssiderea029727
OG0006835	Ofaveolata036469	Ssiderea055977
OG0006836	Ofaveolata000666	Ssiderea044763
OG0006837	Ofaveolata029896	Ssiderea024141
OG0006838	Ofaveolata033589	Ssiderea053713
OG0006839	Ofaveolata003293	Ssiderea046385
OG0006840	Ofaveolata024870	Ssiderea020973
OG0006841	Ofaveolata008021	Ssiderea009524
OG0006842	Ofaveolata003085	Ssiderea024684
OG0006843	Ofaveolata010391	Ssiderea045218
OG0006844	Ofaveolata022271	Ssiderea022832
OG0006845	Ofaveolata014570	Ssiderea004348
OG0006846	Ofaveolata033960	Ssiderea031824
OG0006847	Ofaveolata028491	Ssiderea042685
OG0006848	Ofaveolata017299	Ssiderea046627
OG0006849	Ofaveolata026977	Ssiderea017945
OG0006850	Ofaveolata023239	Ssiderea045980
OG0006851	Ofaveolata027443	Ssiderea035530
OG0006852	Ofaveolata027051	Ssiderea042125
OG0006853	Ofaveolata017177	Ssiderea039134
OG0006854	Ofaveolata005560	Ssiderea016066
OG0006855	Ofaveolata006539	Ssiderea028063
OG0006856	Ofaveolata028024	Ssiderea035503
OG0006857	Ofaveolata022510	Ssiderea015515
OG0006858	Ofaveolata012626	Ssiderea59795
OG0006859	Ofaveolata030798	Ssiderea034506
OG0006860	Ofaveolata013448	Ssiderea000538
OG0006861	Ofaveolata016486	Ssiderea036465
OG0006862	Ofaveolata022670	Ssiderea015230
OG0006863	Ofaveolata014458	Ssiderea004476
OG0006864	Ofaveolata016184	Ssiderea052762
OG0006865	Ofaveolata019869	Ssiderea052222
OG0006866	Ofaveolata022483	Ssiderea015381
OG0006867	Ofaveolata012517	Ssiderea59800
OG0006868	Ofaveolata005657	Ssiderea010519
OG0006869	Ofaveolata019000	Ssiderea001917
OG0006870	Ofaveolata026984	Ssiderea018055
OG0006871	Ofaveolata015915	Ssiderea033360
OG0006872	Ofaveolata007492	Ssiderea044421
OG0006873	Ofaveolata001229	Ssiderea029273
OG0006874	Ofaveolata025752	Ssiderea055625
OG0006875	Ofaveolata032601	Ssiderea048823
OG0006876	Ofaveolata005821	Ssiderea045784
OG0006877	Ofaveolata006963	Ssiderea032055
OG0006878	Ofaveolata033482	Ssiderea039972
OG0006879	Ofaveolata010853	Ssiderea019867
OG0006880	Ofaveolata001487	Ssiderea043713
OG0006881	Ofaveolata002186	Ssiderea012589
OG0006882	Ofaveolata014764	Ssiderea004726
OG0006883	Ofaveolata002649	Ssiderea027215
OG0006884	Ofaveolata022228	Ssiderea023458
OG0006885	Ofaveolata000490	Ssiderea029243
OG0006886	Ofaveolata029165	Ssiderea027775
OG0006887	Ofaveolata017204	Ssiderea039076
OG0006888	Ofaveolata013590	Ssiderea000219
OG0006889	Ofaveolata014748	Ssiderea004178
OG0006890	Ofaveolata029589	Ssiderea054633
OG0006891	Ofaveolata019020	Ssiderea001796
OG0006892	Ofaveolata008064	Ssiderea009595
OG0006893	Ofaveolata007464	Ssiderea044461
OG0006894	Ofaveolata033691	Ssiderea053633
OG0006895	Ofaveolata018348	Ssiderea050014
OG0006896	Ofaveolata006344	Ssiderea048209
OG0006897	Ofaveolata005249	Ssiderea010155
OG0006898	Ofaveolata017249	Ssiderea002834
OG0006899	Ofaveolata014180	Ssiderea003756
OG0006900	Ofaveolata025186	Ssiderea021590
OG0006901	Ofaveolata028077	Ssiderea018338
OG0006902	Ofaveolata015558	Ssiderea038142
OG0006903	Ofaveolata017463	Ssiderea046772
OG0006904	Ofaveolata014490	Ssiderea004441
OG0006905	Ofaveolata008798	Ssiderea008265
OG0006906	Ofaveolata023179	Ssiderea014645
